Time,Acceleration_x,Acceleration_y
,,
0.033356683,412.90055991984013,-550.5146385555122
0.066713366,135.3820415388982,148.78798741675695
0.100070049,-29.661620174091478,421.38756148485436
0.133426732,-7.633155172105172,-2.3695559700237734
0.166783415,93.316705030024,146.20800755743267
0.200140098,-27.399849266867328,365.60693310881527
0.233496781,17.910189305726632,155.8509110031639
0.266853464,-11.585464743773315,18.361771551708244
0.300210147,65.20667513699755,353.50298504558157
0.33356683,-9.467788456349563,819.9944497441488
0.366923513,5.027872983749707,626.4502159741226
0.400280196,-26.899377774882005,-199.03355261952441
0.433636879,-29.126411586259714,-429.8045170541749
0.466993562,-2.1446940286397376,-52.0112960993693
0.5003502449999999,-5.054890724962274,24.50065979844275
0.533706928,94.74735875518667,-25.67171448634442
0.567063611,101.01290159828997,5.370383607799064
0.6004202940000001,-7.664032590632113,9.9173693881809
0.6337769770000001,109.59167771283866,-10.3199194371471
0.6671336600000002,145.18433536263962,43.530298476831256
0.7004903430000002,1.7381413513423345,-4.4006039443668605
0.7338470260000003,-21.558870928529608,53.960004290982766
0.7672037090000003,-15.611108184446993,145.64992680777019
0.8005603920000004,-11.115870670316632,291.72985025874067
0.8339170750000005,-24.056082152034765,124.67157993778169
0.8672737580000005,-330.5993739499124,58.7265628253189
0.9006304410000006,-216.3014630296659,229.3071460747321
0.9339871240000006,24.52438966638599,-20.74047638649478
0.9673438070000008,10.57808896427759,129.4747339311288
1.0007004900000007,61.37787523944052,-12.533944706420295
1.0340571730000008,117.30588610858325,-423.40031172972556
1.0674138560000008,-49.12211320178111,129.172821394431
1.1007705390000009,-293.1244803289636,24.56470185167374
1.134127222000001,25.737614902741228,-149.51989659670886
1.167483905000001,3.107040239447846,-457.543874973845
1.200840588000001,-309.7313852609615,-161.79767309015068
1.234197271000001,-107.0327116522779,-736.4927611778952
1.2675539540000011,140.43178602744223,279.99185678546263
1.3009106370000012,391.4381809242085,236.00411507121066
1.3342673200000013,148.71465354775285,16.06540649962377
1.3676240030000013,149.28331267231886,52.81639619732879
1.4009806860000014,96.34269204583225,1288.1510078270876
1.4343373690000014,24.276083759049584,210.31410285533912
1.4676940520000017,122.56919940861307,-53.99659974996642
1.5010507350000015,-16.03309957100531,112.66826938678956
1.5344074180000016,-15.294614644528254,684.4814650785261
1.5677641010000016,-51.08154271924208,-52.64256776706612
1.6011207840000017,-211.46914702993246,-48.68110933068998
1.6344774670000015,-74.06978081382695,-783.8381362551645
1.6678341500000018,100.45453494656682,-215.0715125249547
1.7011908330000018,9.128136852534318,-340.03585613465725
1.734547516000002,0.31263386260095116,299.9089353445266
1.767904199000002,109.33565245087019,-354.9668034054308
1.801260882000002,6.175483705731462,-252.7190909680299
1.834617565000002,-35.339205506046824,1271.9117728972096
1.867974248000002,83.27897088999667,-643.8696544566775
1.9013309310000024,268.6566992632151,-471.8618483063791
1.9346876140000024,10.242297037776702,-391.29694532463026
1.9680442970000025,376.27479530842953,549.4533702445904
2.0014009800000023,-2.1009510190523537,598.5919228127652
2.0347576630000024,21.960277369402153,-310.9516150968903
2.0681143460000024,159.6491193842119,-103.01621707635002
2.1014710290000025,-21.526706950895587,622.4064177550019
2.1348277120000025,131.9559346413224,-19.258360297160195
2.1681843950000026,-46.402327253045755,-20.401968390773543
2.201541078000002,60.05529247913231,-16.577742925607794
2.2348977610000027,25.338781580079406,33.905692760639404
2.2682544440000028,-17.421296845689525,176.01500891047053
2.301611127000003,-18.534170471826553,-6.36760986546533
2.334967810000003,-47.627131521348545,-314.8124360210661
2.368324493000003,-4.8438950316831155,2.781254883766466
2.401681176000003,10.792944334871091,-213.59854530031473
2.435037859000003,91.73037765311406,-47.720478531993045
2.468394542000003,-7.836431510752154,3.897416383172745
2.501751225000003,41.76299511911437,-123.70180027436311
2.535107908000003,-4.6020219198753,27.986377267900064
2.5684645910000032,-4.062953654729104,361.0233518694311
2.6018212740000037,-7.82999871522535,154.06688237706345
2.635177957000004,-6.360748216903491,-3.3667822277173456
2.6685346400000034,-51.127858847035064,-27.117235116723045
2.7018913230000035,-249.75971912367683,-4.629325563097656
2.7352480060000035,-22.961220353372486,-223.19570442225591
2.768604689000004,5.183546635498346,-281.4556751453806
2.801961372000004,-107.31704121455921,-708.6253191517624
2.835318055000004,9.925803497859668,-724.4985994916523
2.868674738000004,-68.41535354576878,-58.67166963682351
2.902031421000004,-53.17606094277004,-45.76262147563079
2.935388104000004,90.71528251898445,-436.1995735139008
2.968744787000004,-43.908975706856054,112.39380344429898
3.002101470000004,-95.43309475834393,264.9602720025429
3.035458153000004,8.510588481962875,57.11636262942684
3.068814836000004,-3.369498296939729,-8.08759643833454
3.102171519000004,3.6769859231209416,-90.28099734540572
3.135528202000004,-54.5758372494035,-17.602415777535608
3.168884885000004,-37.52378286694909,-82.71488619779103
3.2022415680000043,-174.40080608627792,-594.1638722741097
