Time,Left_X,Left_Y
0.033356683,460.32955169677734,3966.6845703125
0.066713366,474.1025447845459,3948.3212280273438
0.100070049,478.61844062805176,3953.2843017578125
0.133426732,477.6290273666382,3967.3403930664062
0.166783415,477.37441062927246,3967.2613525390625
0.200140098,480.4871463775635,3972.1383666992188
0.233496781,479.5731782913208,3984.3338012695312
0.266853464,480.1706027984619,3989.532470703125
0.300210147,479.7841501235962,3990.1449584960938
0.33356683,481.959228515625,4001.9366455078125
0.366923513,481.6434144973755,4029.2889404296875
0.400280196,481.8111276626587,4050.1852416992188
0.433636879,480.9138536453247,4043.546142578125
0.466993562,479.94229316711426,4029.2092895507812
0.5003502449999999,479.87075328826904,4027.474365234375
0.533706928,479.70213890075684,4028.2916259765625
0.567063611,482.8625965118408,4027.435302734375
0.6004202940000001,486.23205184936523,4027.6144409179688
0.6337769770000001,485.9764051437378,4027.9452514648438
0.6671336600000002,489.63201999664307,4027.6010131835938
0.7004903430000002,494.4748878479004,4029.0530395507812
0.7338470260000003,494.5328664779663,4028.90625
0.7672037090000003,493.81373405456543,4030.7061767578125
0.8005603920000004,493.2929992675781,4035.5645751953125
0.8339170750000005,492.9222106933594,4045.2957153320312
0.8672737580000005,492.119779586792,4049.454345703125
0.9006304410000006,481.0920810699463,4051.4132690429688
0.9339871240000006,473.8769817352295,4059.0621948242188
0.9673438070000007,474.6950340270996,4058.370361328125
1.0007004900000007,475.04788398742676,4062.689208984375
1.0340571730000008,477.09524631500244,4062.2711181640625
1.0674138560000008,481.00818157196045,4048.1478881835938
1.1007705390000009,479.36963081359863,4052.4566650390625
1.134127222000001,469.5919704437256,4053.2760620117188
1.167483905000001,470.4504919052124,4048.28857421875
1.200840588000001,470.55413246154785,4033.0264282226562
1.234197271000001,460.22252082824707,4027.62939453125
1.2675539540000011,456.65226459503174,4003.0624389648438
1.3009106370000012,461.33660316467285,4012.4020385742188
1.3342673200000013,474.3936824798584,4020.2743530273438
1.3676240030000013,479.35431003570557,4020.8102416992188
1.4009806860000014,484.33390617370605,4022.572021484375
1.4343373690000014,487.5475788116455,4065.5404663085938
1.4676940520000015,488.35734844207764,4072.5558471679688
1.5010507350000015,492.44585037231445,4070.7546997070312
1.5344074180000016,491.911039352417,4074.512939453125
1.5677641010000016,491.4008617401123,4097.344970703125
1.6011207840000017,489.6969509124756,4095.5889892578125
1.6344774670000017,482.6430416107178,4093.9651489257812
1.6678341500000018,480.17231941223145,4067.8189086914062
1.7011908330000018,483.52314949035645,4060.6448364257812
1.734547516000002,483.82763385772705,4049.3023681640625
1.767904199000002,483.83806228637695,4059.3063354492188
1.801260882000002,487.4851369857788,4047.4658203125
1.834617565000002,487.69113063812256,4039.0359497070312
1.8679742480000021,486.51233196258545,4081.4627075195312
1.9013309310000022,489.2902421951294,4059.9853515625
1.9346876140000022,498.2517385482788,4044.24560546875
1.9680442970000023,498.59338760375977,4031.1932373046875
2.0014009800000023,511.14466667175293,4049.5211791992188
2.0347576630000024,511.0745859146118,4069.4882202148438
2.0681143460000024,511.80710792541504,4059.1159057617188
2.1014710290000025,517.1324729919434,4055.6796264648438
2.1348277120000025,516.4144134521484,4076.4410400390625
2.1681843950000026,520.8160257339478,4075.7986450195312
2.2015410780000026,519.2681980133057,4075.1181030273438
2.2348977610000027,521.2714433670044,4074.5651245117188
2.2682544440000028,522.1166610717773,4075.6961059570312
2.301611127000003,521.5355443954468,4081.5673828125
2.334967810000003,520.9173059463501,4081.35498046875
2.368324493000003,519.3286228179932,4070.8538818359375
2.401681176000003,519.167046546936,4070.9466552734375
2.435037859000003,519.527063369751,4063.8217163085938
2.468394542000003,522.5868844985962,4062.2299194335938
2.501751225000003,522.3254871368408,4062.3599243164062
2.535107908000003,523.7185621261597,4058.233642578125
2.5684645910000032,523.5650539398193,4059.1671752929688
2.6018212740000033,523.4295272827148,4071.209716796875
2.6351779570000033,523.1683444976807,4076.348876953125
2.6685346400000034,522.9561710357666,4076.236572265625
2.7018913230000035,521.2507152557373,4075.33203125
2.7352480060000035,512.9195594787598,4075.1776123046875
2.7686046890000036,512.1536493301392,4067.7325439453125
2.8019613720000036,512.3265552520752,4058.3441162109375
2.8353180550000037,508.7468147277832,4034.7067260742188
2.8686747380000037,509.07790660858154,4010.5398559570312
2.9020314210000038,506.79579734802246,4008.582763671875
2.935388104000004,505.0220203399658,4007.0562744140625
2.968744787000004,508.04798126220703,3992.506103515625
3.002101470000004,506.58332347869873,3996.2551879882812
3.035458153000004,503.39999198913574,4005.0933837890625
3.068814836000004,503.683876991272,4006.9985961914062
3.102171519000004,503.5714817047119,4006.7288208007812
3.135528202000004,503.6941337585449,4003.7173461914062
3.168884885000004,501.87366485595703,4003.1301879882812
3.2022415680000043,500.6219959259033,4000.37109375
3.2355982510000043,494.80456352233887,3980.5517578125
